Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label
2024-BASKD,1,United States,California,Exeter,93221,"36.301689, -119.018233",36.301689,-119.01823300000001,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes
4160-AMJTL,1,United States,California,Fellows,93224,"35.215731, -119.57013",35.215731,-119.57013,Female,Yes,No,No,8,Yes,No,No,No internet service,No internet service,No internet service
4464-JCOLN,1,United States,California,Huron,93234,"36.217864, -120.080117",36.217864,-120.08011699999999,Male,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service
5650-VDUDS,1,United States,California,Kernville,93238,"35.852892, -118.397782",35.852892,-118.397782,Female,No,No,No,4,No,No phone service,DSL,No,No,No
7538-GWHML,1,United States,California,Lemon Cove,93244,"36.462671, -118.997291",36.462671,-118.99729099999999,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No
3859-CVCET,1,United States,California,Lindsay,93247,"36.205465, -119.085807",36.205465000000004,-119.085807,Female,No,No,No,4,Yes,No,DSL,No,No,No
3276-HDUEG,1,United States,California,Maricopa,93252,"34.737031, -119.460557",34.737031,-119.46055700000001,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No
0823-HSCDJ,1,United States,California,Onyx,93255,"35.676978, -118.101378",35.676978000000005,-118.101378,Male,Yes,No,No,52,No,No phone service,DSL,No,Yes,No
0822-GAVAP,1,United States,California,Posey,93260,"35.861928, -118.636698",35.861928000000006,-118.636698,Female,No,No,No,2,No,No phone service,DSL,No,No,No
1448-PWKYE,1,United States,California,Shafter,93263,"35.490705, -119.286833",35.490705,-119.286833,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No
0067-DKWBL,1,United States,California,Tipton,93272,"36.047414, -119.344304",36.047414,-119.34430400000001,Male,Yes,No,No,2,Yes,No,DSL,Yes,No,No
2276-YDAVZ,1,United States,California,Wofford Heights,93285,"35.690535, -118.552784",35.690535,-118.552784,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No
5896-NPFWW,1,United States,California,Visalia,93292,"36.37559, -119.211689",36.37559,-119.21168899999999,Male,No,Yes,No,3,Yes,No,DSL,No,No,Yes
7133-VBDCG,1,United States,California,Bakersfield,93311,"35.16207, -119.194488",35.16207,-119.19448799999999,Female,No,No,No,25,Yes,No,Fiber optic,Yes,Yes,No
1029-QFBEN,1,United States,California,San Luis Obispo,93405,"35.236549, -120.727344",35.236549,-120.72734399999999,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service
4952-YSOGZ,1,United States,California,Lompoc,93436,"34.601055, -120.382917",34.601055,-120.38291699999999,Female,No,Yes,No,4,Yes,Yes,Fiber optic,No,No,No
1589-AGTLK,1,United States,California,Lompoc,93437,"34.757477, -120.550507",34.757477,-120.55050700000001,Male,No,No,No,3,Yes,No,DSL,No,No,No
5244-IRFIH,1,United States,California,Los Alamos,93440,"34.758699, -120.275839",34.758699,-120.27583899999999,Male,Yes,Yes,No,33,Yes,Yes,Fiber optic,No,No,No
2684-EIWEO,1,United States,California,Oceano,93445,"35.059695, -120.604741",35.059695,-120.60474099999999,Female,Yes,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes
6439-GTPCA,1,United States,California,Pismo Beach,93449,"35.165668, -120.655842",35.165668,-120.65584199999999,Female,No,No,No,45,Yes,Yes,Fiber optic,No,No,Yes
5138-WVKYJ,1,United States,California,Mojave,93501,"35.097323, -118.171288",35.097322999999996,-118.17128799999999,Male,No,No,No,10,Yes,Yes,Fiber optic,Yes,No,No
6683-VLCTZ,1,United States,California,Johannesburg,93528,"35.363339, -117.637641",35.363339,-117.63764099999999,Male,Yes,No,No,20,Yes,Yes,Fiber optic,No,No,Yes
2189-WWOEW,1,United States,California,Keene,93531,"35.214982, -118.59049",35.214982,-118.59048999999999,Female,No,No,No,15,Yes,No,Fiber optic,No,Yes,No
1894-IGFSG,1,United States,California,Lancaster,93535,"34.712708, -117.889656",34.712708,-117.889656,Female,No,No,No,22,Yes,No,Fiber optic,No,No,No
7379-POKDZ,1,United States,California,Lancaster,93536,"34.741406, -118.38111",34.741406,-118.38111,Male,No,Yes,No,3,Yes,No,Fiber optic,No,No,No
0236-HFWSV,1,United States,California,Palmdale,93552,"34.557711, -118.029441",34.557711,-118.02944099999999,Male,No,No,No,15,Yes,Yes,Fiber optic,No,No,No
3900-AQPHZ,1,United States,California,Pearblossom,93553,"34.445239, -117.894868",34.445239,-117.89486799999999,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service
5842-POCOP,1,United States,California,Randsburg,93554,"35.405722, -117.773354",35.405722,-117.773354,Female,No,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes
2037-XJFUP,1,United States,California,Ridgecrest,93555,"35.603913, -117.67828",35.603913,-117.67828,Male,No,Yes,No,33,Yes,No,Fiber optic,No,No,Yes
7314-OXENN,1,United States,California,Trona,93562,"35.74837, -117.384948",35.74837,-117.384948,Male,No,No,No,2,Yes,Yes,Fiber optic,No,Yes,No
0322-CHQRU,1,United States,California,Palmdale,93591,"34.598221, -117.79593",34.598221,-117.79593,Male,No,No,No,2,Yes,No,DSL,No,No,No
4678-DVQEO,1,United States,California,Bass Lake,93604,"37.458367, -119.345011",37.458366999999996,-119.34501100000001,Female,No,No,No,1,Yes,No,DSL,No,No,No
0691-IFBQW,1,United States,California,Biola,93606,"36.798882, -120.019511",36.798882,-120.01951100000001,Female,Yes,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes
3009-JWMPU,1,United States,California,Five Points,93624,"36.397745, -120.119911",36.397745,-120.11991100000002,Male,No,No,No,62,Yes,Yes,Fiber optic,No,No,Yes
1450-GALXR,1,United States,California,Friant,93626,"37.027663, -119.69056",37.027663000000004,-119.69056,Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,No
3138-BKYAV,1,United States,California,Kerman,93630,"36.727418, -120.123526",36.727418,-120.123526,Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No
4289-DTDKW,1,United States,California,Madera,93637,"36.902954, -120.194274",36.902954,-120.194274,Male,No,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No
1820-TQVEV,1,United States,California,Madera,93638,"37.004068, -119.930027",37.004068,-119.930027,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No
2239-JALAW,1,United States,California,Mendota,93640,"36.687292, -120.437354",36.687292,-120.437354,Male,No,No,No,58,Yes,Yes,Fiber optic,No,Yes,Yes
4853-RULSV,1,United States,California,Miramonte,93641,"36.696759, -119.024051",36.696759,-119.024051,Male,No,No,No,70,Yes,Yes,Fiber optic,Yes,No,No
6275-YDUVO,1,United States,California,Orosi,93647,"36.600185, -119.175655",36.600184999999996,-119.175655,Female,No,No,No,2,Yes,No,Fiber optic,No,No,Yes
0115-TFERT,1,United States,California,Fresno,93650,"36.841655, -119.797113",36.841654999999996,-119.79711299999998,Male,No,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes
2311-QYMUQ,1,United States,California,San Joaquin,93660,"36.600193, -120.153393",36.600193,-120.153393,Female,No,Yes,No,16,Yes,No,Fiber optic,No,Yes,Yes
3643-AHCFP,1,United States,California,Selma,93662,"36.545322, -119.642281",36.545322,-119.64228100000001,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No
3104-OWCGK,1,United States,California,South Dos Palos,93665,"36.959731, -120.653519",36.959731,-120.65351899999999,Male,No,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes
9101-BWFSS,1,United States,California,Tollhouse,93667,"36.993666, -119.348267",36.993666,-119.34826699999999,Female,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No
9231-ZJYAM,1,United States,California,Squaw Valley,93675,"36.719141, -119.202677",36.719141,-119.20267700000001,Female,Yes,No,No,4,Yes,No,Fiber optic,No,No,No
6982-SSHFK,1,United States,California,Fresno,93703,"36.768774, -119.762633",36.768774,-119.76263300000001,Male,No,No,No,1,Yes,No,DSL,No,No,No
0727-BMPLR,1,United States,California,Fresno,93706,"36.654614, -119.903674",36.654614,-119.903674,Female,Yes,No,No,55,Yes,Yes,Fiber optic,No,No,Yes
1038-ZAGBI,1,United States,California,Fresno,93711,"36.833002, -119.82947",36.833002,-119.82947,Female,No,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service
3027-ZTDHO,1,United States,California,Fresno,93721,"36.732694, -119.783786",36.732694,-119.783786,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No
2382-BCKQJ,1,United States,California,Big Sur,93920,"36.092975, -121.549826",36.092975,-121.549826,Female,No,No,No,62,Yes,Yes,Fiber optic,No,No,Yes
2207-NHRJK,1,United States,California,Carmel,93923,"36.460611, -121.852507",36.460611,-121.852507,Male,No,No,No,1,Yes,No,DSL,No,Yes,No
0947-MUGVO,1,United States,California,Jolon,93928,"35.930782, -121.189757",35.930782,-121.189757,Male,Yes,Yes,No,20,Yes,No,Fiber optic,No,Yes,No
9944-HKVVB,1,United States,California,King City,93930,"36.220761, -120.980777",36.220760999999996,-120.980777,Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No
4124-MMETB,1,United States,California,Lockwood,93932,"35.989792, -121.055933",35.989792,-121.05593300000001,Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No
3671-SHRSP,1,United States,California,Marina,93933,"36.689582, -121.758398",36.689582,-121.758398,Male,No,Yes,No,4,Yes,No,Fiber optic,No,No,Yes
3313-QKNKB,1,United States,California,Pebble Beach,93953,"36.587497, -121.944815",36.587497,-121.94481499999999,Male,No,Yes,No,59,Yes,Yes,Fiber optic,No,No,No
5073-WXOYN,1,United States,California,Belmont,94002,"37.509366, -122.306132",37.509366,-122.306132,Female,No,No,No,60,No,No phone service,DSL,No,Yes,No
0207-MDKNV,1,United States,California,Daly City,94014,"37.691561, -122.445202",37.691561,-122.445202,Female,No,No,No,15,Yes,No,Fiber optic,Yes,No,Yes
9851-KIELU,1,United States,California,Loma Mar,94021,"37.266388, -122.26308",37.266388,-122.26308,Male,No,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes
3908-BLSYF,1,United States,California,Los Altos,94024,"37.352911, -122.093002",37.352911,-122.093002,Female,No,No,No,6,Yes,No,Fiber optic,No,No,Yes
7549-MYGPK,1,United States,California,Mountain View,94040,"37.380662, -122.086022",37.380662,-122.086022,Female,No,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes
3804-RVTGV,1,United States,California,Mountain View,94043,"37.419725, -122.062947",37.419725,-122.062947,Male,No,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes
9227-LUNBG,1,United States,California,Pescadero,94060,"37.22565, -122.297533",37.22565,-122.297533,Female,No,No,No,1,No,No phone service,DSL,No,No,No
4315-MURBD,1,United States,California,San Bruno,94066,"37.624436, -122.430661",37.624435999999996,-122.43066100000001,Female,No,No,No,12,Yes,No,Fiber optic,Yes,No,No
9734-YWGEX,1,United States,California,South San Francisco,94080,"37.654436, -122.426468",37.654436,-122.426468,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,Yes
2719-BDAQO,1,United States,California,Sunnyvale,94086,"37.378541, -122.020456",37.378541,-122.02045600000001,Male,No,No,No,17,Yes,No,Fiber optic,Yes,No,No
0781-LKXBR,1,United States,California,San Francisco,94102,"37.7795, -122.419233",37.7795,-122.419233,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,Yes
1907-UBQFC,1,United States,California,San Francisco,94108,"37.791998, -122.408653",37.791998,-122.408653,Male,Yes,No,No,10,Yes,No,Fiber optic,No,Yes,No
6513-EECDB,1,United States,California,San Francisco,94114,"37.758085, -122.434801",37.758084999999994,-122.43480100000001,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No
7074-IEVOJ,1,United States,California,San Francisco,94130,"37.820894, -122.369725",37.820894,-122.369725,Female,Yes,No,No,3,Yes,Yes,Fiber optic,No,Yes,No
9625-QSTYE,1,United States,California,San Francisco,94131,"37.746699, -122.442833",37.746699,-122.44283300000001,Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,Yes
4750-ZRXIU,1,United States,California,Palo Alto,94304,"37.386978, -122.177746",37.386978000000006,-122.177746,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No
6400-BWQKW,1,United States,California,San Mateo,94402,"37.556634, -122.317723",37.556634,-122.317723,Female,No,No,No,6,Yes,Yes,Fiber optic,Yes,No,No
6680-WKXRZ,1,United States,California,Antioch,94509,"37.980057, -121.801599",37.980057,-121.801599,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No
7028-DVOIQ,1,United States,California,Birds Landing,94512,"38.140719, -121.838298",38.140719,-121.838298,Male,Yes,No,No,35,Yes,Yes,Fiber optic,No,No,Yes
4208-UFFGW,1,United States,California,Byron,94514,"37.83323, -121.601461",37.83323,-121.60146100000001,Male,Yes,No,No,2,Yes,No,DSL,No,No,No
9448-REEVD,1,United States,California,Concord,94520,"38.013825, -122.039144",38.013825,-122.039144,Male,No,Yes,No,1,Yes,No,DSL,No,No,No
9117-SHLZX,1,United States,California,Fremont,94538,"37.505768, -121.962472",37.505767999999996,-121.96247199999999,Male,No,No,No,1,Yes,No,DSL,No,No,No
9889-TMAHG,1,United States,California,Fremont,94539,"37.516791, -121.899117",37.516791,-121.89911699999999,Male,Yes,No,No,8,Yes,No,Fiber optic,Yes,No,No
4541-RMRLG,1,United States,California,Hayward,94541,"37.674002, -122.076796",37.674002,-122.076796,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service
3158-MOERK,1,United States,California,Hayward,94545,"37.62984, -122.120843",37.62984,-122.120843,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No
7294-TMAOP,1,United States,California,Castro Valley,94546,"37.708327, -122.083473",37.708327000000004,-122.083473,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No
8919-FYFQZ,1,United States,California,Livermore,94550,"37.571748, -121.659562",37.571748,-121.65956200000001,Male,Yes,Yes,No,44,No,No phone service,DSL,No,Yes,No
2834-JRTUA,1,United States,California,Martinez,94553,"38.014457, -122.115432",38.014457,-122.11543200000001,Male,No,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes
5875-YPQFJ,1,United States,California,Fremont,94555,"37.555473, -122.080312",37.555473,-122.080312,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No
6646-QVXLR,1,United States,California,Napa,94558,"38.489789, -122.27011",38.489789,-122.27011,Male,Yes,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes
8603-IJWDN,1,United States,California,Pinole,94564,"37.996462, -122.293716",37.996462,-122.29371599999999,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No
9369-XFEHK,1,United States,California,Pleasanton,94566,"37.633361, -121.862395",37.633361,-121.86239499999999,Female,Yes,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No
3842-IYKUE,1,United States,California,San Leandro,94579,"37.687264, -122.15728",37.687264,-122.15728,Female,No,No,No,35,Yes,Yes,Fiber optic,No,Yes,No
6641-XRPSU,1,United States,California,San Lorenzo,94580,"37.676249, -122.132415",37.676249,-122.132415,Female,No,No,No,34,Yes,No,Fiber optic,No,No,No
1374-DMZUI,1,United States,California,San Ramon,94583,"37.766556, -121.976784",37.766556,-121.97678400000001,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No
8357-EQXFO,1,United States,California,Union City,94587,"37.59485, -122.051521",37.59485,-122.051521,Female,No,No,No,7,Yes,No,Fiber optic,No,No,Yes
1989-PRJHP,1,United States,California,Pleasanton,94588,"37.685052, -121.912061",37.685052,-121.91206100000001,Male,Yes,Yes,No,27,Yes,Yes,Fiber optic,No,No,No
9524-EGPJC,1,United States,California,Walnut Creek,94595,"37.862128, -122.075197",37.862128000000006,-122.075197,Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No
6993-OHLXR,1,United States,California,Walnut Creek,94596,"37.900662, -122.052782",37.900662,-122.05278200000001,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No
8818-XYFCQ,1,United States,California,Walnut Creek,94598,"37.916648, -122.008483",37.916647999999995,-122.00848300000001,Male,No,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No
4695-VADHF,1,United States,California,Oakland,94606,"37.792489, -122.244314",37.792489,-122.24431399999999,Male,No,Yes,No,18,Yes,No,DSL,No,No,Yes
3863-IUBJR,1,United States,California,Oakland,94607,"37.80707, -122.297401",37.80707,-122.29740100000001,Male,No,Yes,No,12,Yes,No,DSL,No,No,No
4822-RVYBB,1,United States,California,Berkeley,94704,"37.871416, -122.246597",37.871415999999996,-122.246597,Male,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,Yes
8436-BJUMM,1,United States,California,Albany,94706,"37.890274, -122.295192",37.890274,-122.29519199999999,Male,No,Yes,No,26,Yes,Yes,Fiber optic,No,No,No
4184-TJFAN,1,United States,California,Berkeley,94707,"37.897753, -122.279391",37.897753,-122.27939099999999,Female,Yes,Yes,No,3,Yes,No,Fiber optic,Yes,No,No
4145-UQXUQ,1,United States,California,Berkeley,94710,"37.872902, -122.303708",37.872902,-122.30370800000001,Female,Yes,No,No,8,Yes,No,Fiber optic,No,No,Yes
9948-YPTDG,1,United States,California,San Rafael,94903,"38.018065, -122.546024",38.018065,-122.546024,Male,No,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No
1236-WFCDV,1,United States,California,Greenbrae,94904,"37.946617, -122.563571",37.946616999999996,-122.563571,Male,Yes,No,No,14,Yes,No,Fiber optic,No,No,No
4883-QICIH,1,United States,California,Bodega Bay,94923,"38.377165, -123.037957",38.377165000000005,-123.037957,Male,No,Yes,No,32,Yes,No,Fiber optic,No,No,No
8329-IBCTI,1,United States,California,Cotati,94931,"38.326215, -122.718742",38.326215000000005,-122.71874199999999,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service
1271-SJBGZ,1,United States,California,Forest Knolls,94933,"38.010092, -122.689442",38.010092,-122.68944199999999,Male,Yes,No,No,12,No,No phone service,DSL,No,No,Yes
5669-SRAIP,1,United States,California,Larkspur,94939,"37.937082, -122.532369",37.937082000000004,-122.53236899999999,Female,No,No,No,5,No,No phone service,DSL,No,No,Yes
5981-ITEMU,1,United States,California,Marshall,94940,"38.129308, -122.834815",38.129308,-122.83481499999999,Male,No,Yes,No,40,Yes,Yes,Fiber optic,No,No,No
6941-PMGEP,1,United States,California,Novato,94945,"38.135897, -122.563683",38.135897,-122.56368300000001,Female,No,No,No,5,Yes,No,Fiber optic,No,No,No
1624-WOIWJ,1,United States,California,Nicasio,94946,"38.065359, -122.665566",38.065359,-122.665566,Female,No,No,No,10,Yes,No,Fiber optic,Yes,No,No
2074-GKOWZ,1,United States,California,Novato,94947,"38.112166, -122.634384",38.112165999999995,-122.63438400000001,Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,No
0376-YMCJC,1,United States,California,Novato,94949,"38.067204, -122.524004",38.067204,-122.524004,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,No
0634-SZPQA,1,United States,California,San Anselmo,94960,"37.99272, -122.575026",37.99272,-122.575026,Female,No,No,No,23,Yes,Yes,Fiber optic,Yes,No,No
5536-RTPWK,1,United States,California,Sausalito,94965,"37.848641, -122.515692",37.848641,-122.51569199999999,Male,No,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No
6166-ILMNY,1,United States,California,Tomales,94971,"38.240769, -122.901041",38.240769,-122.90104099999999,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No
3097-NNSPB,1,United States,California,Valley Ford,94972,"38.339996, -122.935056",38.339996,-122.935056,Female,No,No,No,2,Yes,No,DSL,No,Yes,No
0655-RBDUG,1,United States,California,Alviso,95002,"37.449537, -121.994813",37.449537,-121.994813,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,Yes
4361-BKAXE,1,United States,California,Boulder Creek,95006,"37.171727, -122.142961",37.171727000000004,-122.14296100000001,Female,No,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes
9878-TNQGW,1,United States,California,Davenport,95017,"37.114335, -122.237162",37.114335,-122.23716200000001,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No
4441-NIHPT,1,United States,California,Freedom,95019,"36.936228, -121.785559",36.936228,-121.785559,Female,Yes,No,No,13,Yes,No,Fiber optic,No,No,Yes
8999-BOHSE,1,United States,California,Gilroy,95020,"37.03889, -121.528955",37.03889,-121.52895500000001,Female,Yes,No,No,11,Yes,No,Fiber optic,No,No,No
7029-RPUAV,1,United States,California,Los Gatos,95030,"37.222842, -121.988727",37.222842,-121.988727,Male,Yes,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes
